State,Mode,Year,Commute mode share (percent)
Georgia,Walked,2014,0.015544222
Hawaii,Walked,2014,0.046598789
Idaho,Walked,2014,0.02169379
Illinois,Walked,2014,0.030847357
Indiana,Walked,2014,0.019865935
Iowa,Walked,2014,0.033641383
Kansas,Walked,2014,0.024626686
Kentucky,Walked,2014,0.02421053
Louisiana,Walked,2014,0.018553596
Maine,Walked,2014,0.039456724
Maryland,Walked,2014,0.023338614
Massachusetts,Walked,2014,0.048691499
Michigan,Walked,2014,0.022306059
Minnesota,Walked,2014,0.02912861
Mississippi,Walked,2014,0.01409496
Missouri,Walked,2014,0.020790064
Montana,Walked,2014,0.046019124
Nebraska,Walked,2014,0.028576862
Nevada,Walked,2014,0.020734127
New Hampshire,Walked,2014,0.025891752
New Jersey,Walked,2014,0.031069622
New Mexico,Walked,2014,0.020566062
New York,Walked,2014,0.06290079
North Carolina,Walked,2014,0.018036315
North Dakota,Walked,2014,0.034876928
Ohio,Walked,2014,0.02186511
Oklahoma,Walked,2014,0.017385559
Oregon,Walked,2014,0.039673778
Pennsylvania,Walked,2014,0.038648435
Rhode Island,Walked,2014,0.039471601
South Carolina,Walked,2014,0.021961792
South Dakota,Walked,2014,0.042341069
Tennessee,Walked,2014,0.014914455
Texas,Walked,2014,0.015670462
United States,Walked,2014,0.027497608
Utah,Walked,2014,0.023608969
Vermont,Walked,2014,0.054342754
Virginia,Walked,2014,0.022447597
Washington,Walked,2014,0.034912818
West Virginia,Walked,2014,0.028961167
Wisconsin,Walked,2014,0.03223248
Wyoming,Walked,2014,0.035678475
Alabama,Worked at home,2014,0.02851064
Alaska,Worked at home,2014,0.038737678
Arizona,Worked at home,2014,0.057089086
Arkansas,Worked at home,2014,0.033108635
California,Worked at home,2014,0.053954158
Colorado,Worked at home,2014,0.065027973
Connecticut,Worked at home,2014,0.046217897
Delaware,Worked at home,2014,0.044361795
District of Columbia,Worked at home,2014,0.049588704
Florida,Worked at home,2014,0.053942678
Georgia,Worked at home,2014,0.049584444
Hawaii,Worked at home,2014,0.044503806
Idaho,Worked at home,2014,0.062083041
Illinois,Worked at home,2014,0.043749486
Indiana,Worked at home,2014,0.033726934
Iowa,Worked at home,2014,0.047559818
Kansas,Worked at home,2014,0.040285905
Kentucky,Worked at home,2014,0.03208913
Louisiana,Worked at home,2014,0.026349851
Maine,Worked at home,2014,0.054100489
Maryland,Worked at home,2014,0.041484788
Massachusetts,Worked at home,2014,0.048151179
Michigan,Worked at home,2014,0.03655281
Minnesota,Worked at home,2014,0.051229844
Mississippi,Worked at home,2014,0.023372644
Missouri,Worked at home,2014,0.044013062
Montana,Worked at home,2014,0.071421696
Nebraska,Worked at home,2014,0.040413957
Nevada,Worked at home,2014,0.032132817
New Hampshire,Worked at home,2014,0.060171999
New Jersey,Worked at home,2014,0.042047627
New Mexico,Worked at home,2014,0.047638312
New York,Worked at home,2014,0.039389118
North Carolina,Worked at home,2014,0.047186812
North Dakota,Worked at home,2014,0.052646071
Ohio,Worked at home,2014,0.036380316
Oklahoma,Worked at home,2014,0.035922576
Oregon,Worked at home,2014,0.063525238
Pennsylvania,Worked at home,2014,0.041051104
Rhode Island,Worked at home,2014,0.038204836
South Carolina,Worked at home,2014,0.034336961
South Dakota,Worked at home,2014,0.055341909
Tennessee,Worked at home,2014,0.03694569
Texas,Worked at home,2014,0.040268697
United States,Worked at home,2014,0.044851942
Utah,Worked at home,2014,0.054802237
Vermont,Worked at home,2014,0.071465955
Virginia,Worked at home,2014,0.043624631
Washington,Worked at home,2014,0.054634668
West Virginia,Worked at home,2014,0.025337266
Wisconsin,Worked at home,2014,0.040752236
Wyoming,Worked at home,2014,0.047994436
Alabama,Bicycle,2015,0.000871392
Alaska,Bicycle,2015,0.011157474
Arizona,Bicycle,2015,0.010265449
Arkansas,Bicycle,2015,0.001338878
California,Bicycle,2015,0.010904541
Colorado,Bicycle,2015,0.012302727
Connecticut,Bicycle,2015,0.0023766
Delaware,Bicycle,2015,0.003746745
District of Columbia,Bicycle,2015,0.041094513
Florida,Bicycle,2015,0.007091022
Georgia,Bicycle,2015,0.001985405
Hawaii,Bicycle,2015,0.009161401
Idaho,Bicycle,2015,0.008158811
Illinois,Bicycle,2015,0.006616922
Indiana,Bicycle,2015,0.004708855
Iowa,Bicycle,2015,0.005778409
Kansas,Bicycle,2015,0.00304544
Kentucky,Bicycle,2015,0.001964657
Louisiana,Bicycle,2015,0.005519439
Maine,Bicycle,2015,0.003177891
Maryland,Bicycle,2015,0.00301238
Massachusetts,Bicycle,2015,0.007883114
Michigan,Bicycle,2015,0.004419209
Minnesota,Bicycle,2015,0.008634035
Mississippi,Bicycle,2015,0.001571312
Missouri,Bicycle,2015,0.002077545
Montana,Bicycle,2015,0.016271282
Nebraska,Bicycle,2015,0.004859318
Nevada,Bicycle,2015,0.004506505
New Hampshire,Bicycle,2015,0.002865087
New Jersey,Bicycle,2015,0.003091817
New Mexico,Bicycle,2015,0.006071624
New York,Bicycle,2015,0.00664242
North Carolina,Bicycle,2015,0.002258442
North Dakota,Bicycle,2015,0.00217238
Ohio,Bicycle,2015,0.002741462
Oklahoma,Bicycle,2015,0.002269793
Oregon,Bicycle,2015,0.025456241
Pennsylvania,Bicycle,2015,0.004962001
Rhode Island,Bicycle,2015,0.003862125
South Carolina,Bicycle,2015,0.002860107
South Dakota,Bicycle,2015,0.005600323
Tennessee,Bicycle,2015,0.000895718
Texas,Bicycle,2015,0.00244849
United States,Bicycle,2015,0.005967929
Utah,Bicycle,2015,0.00983027
Vermont,Bicycle,2015,0.007569845
Virginia,Bicycle,2015,0.004106706
Washington,Bicycle,2015,0.009745932
West Virginia,Bicycle,2015,0.001575449
Wisconsin,Bicycle,2015,0.008183208
Wyoming,Bicycle,2015,0.006169531
Alabama,Carpool,2015,0.089849348
Alaska,Carpool,2015,0.125973972
Arizona,Carpool,2015,0.106169995
Arkansas,Carpool,2015,0.107660011
California,Carpool,2015,0.100391089
Colorado,Carpool,2015,0.084112791
Connecticut,Carpool,2015,0.078337575
Delaware,Carpool,2015,0.078770034
District of Columbia,Carpool,2015,0.051531481
Florida,Carpool,2015,0.089493454
Georgia,Carpool,2015,0.099465824
Hawaii,Carpool,2015,0.135426449
Idaho,Carpool,2015,0.107547717
Illinois,Carpool,2015,0.079189601
Indiana,Carpool,2015,0.086245222
Iowa,Carpool,2015,0.086243704
Kansas,Carpool,2015,0.088759807
Kentucky,Carpool,2015,0.097270022
Louisiana,Carpool,2015,0.089989004
Maine,Carpool,2015,0.08697709
Maryland,Carpool,2015,0.08854819
Massachusetts,Carpool,2015,0.074460519
Michigan,Carpool,2015,0.086816934
Minnesota,Carpool,2015,0.083212426
Mississippi,Carpool,2015,0.091791907
Missouri,Carpool,2015,0.087092829
Montana,Carpool,2015,0.103974234
Nebraska,Carpool,2015,0.089591943
Nevada,Carpool,2015,0.105284611
New Hampshire,Carpool,2015,0.075167238
New Jersey,Carpool,2015,0.074743383
New Mexico,Carpool,2015,0.09049535
New York,Carpool,2015,0.065874746
North Carolina,Carpool,2015,0.094199081
North Dakota,Carpool,2015,0.086034169
Ohio,Carpool,2015,0.077757141
Oklahoma,Carpool,2015,0.102149895
Oregon,Carpool,2015,0.102384294
Pennsylvania,Carpool,2015,0.085490585
Rhode Island,Carpool,2015,0.096651191
South Carolina,Carpool,2015,0.092794543
South Dakota,Carpool,2015,0.083823816
Tennessee,Carpool,2015,0.089582993
Texas,Carpool,2015,0.101694798
United States,Carpool,2015,0.089988799
Utah,Carpool,2015,0.112189663
Vermont,Carpool,2015,0.081982207
Virginia,Carpool,2015,0.090963157
Washington,Carpool,2015,0.098090298
West Virginia,Carpool,2015,0.086953148
Wisconsin,Carpool,2015,0.078865793
Wyoming,Carpool,2015,0.100147668
Alabama,Drove alone,2015,0.854974567
Alaska,Drove alone,2015,0.679135165
Arizona,Drove alone,2015,0.770593577
Arkansas,Drove alone,2015,0.826263397
California,Drove alone,2015,0.738994772
Colorado,Drove alone,2015,0.764749479
Connecticut,Drove alone,2015,0.784492429
Delaware,Drove alone,2015,0.813787023
District of Columbia,Drove alone,2015,0.335984923
Florida,Drove alone,2015,0.796822379
Georgia,Drove alone,2015,0.796153356
Hawaii,Drove alone,2015,0.673936111
Idaho,Drove alone,2015,0.77061304
Illinois,Drove alone,2015,0.735876386
Indiana,Drove alone,2015,0.830813523
Iowa,Drove alone,2015,0.80958746
Kansas,Drove alone,2015,0.826182866
Kentucky,Drove alone,2015,0.821368413
Louisiana,Drove alone,2015,0.828035059
Maine,Drove alone,2015,0.796517522
Maryland,Drove alone,2015,0.737741984
Massachusetts,Drove alone,2015,0.701632498
Michigan,Drove alone,2015,0.827834526
Minnesota,Drove alone,2015,0.781316902
Mississippi,Drove alone,2015,0.854214776
Missouri,Drove alone,2015,0.817981925
Montana,Drove alone,2015,0.745117686
Nebraska,Drove alone,2015,0.819537887
Nevada,Drove alone,2015,0.777959191
New Hampshire,Drove alone,2015,0.810808055
New Jersey,Drove alone,2015,0.718309981
New Mexico,Drove alone,2015,0.813588493
New York,Drove alone,2015,0.527174439
North Carolina,Drove alone,2015,0.81399421
North Dakota,Drove alone,2015,0.819511833
Ohio,Drove alone,2015,0.832281167
Oklahoma,Drove alone,2015,0.824998304
Oregon,Drove alone,2015,0.712066493
Pennsylvania,Drove alone,2015,0.763457551
Rhode Island,Drove alone,2015,0.789746638
South Carolina,Drove alone,2015,0.829697293
South Dakota,Drove alone,2015,0.805532089
Tennessee,Drove alone,2015,0.838989741
Texas,Drove alone,2015,0.807993553
United States,Drove alone,2015,0.765731618
Utah,Drove alone,2015,0.758213218
Vermont,Drove alone,2015,0.769367879
Virginia,Drove alone,2015,0.77508786
Washington,Drove alone,2015,0.724382332
West Virginia,Drove alone,2015,0.827495951
Wisconsin,Drove alone,2015,0.812343217
Wyoming,Drove alone,2015,0.773100293
Alabama,Public transportation,2015,0.003015326
Alaska,Public transportation,2015,0.015445845
Arizona,Public transportation,2015,0.020583317
Arkansas,Public transportation,2015,0.004620646
California,Public transportation,2015,0.052376549
Colorado,Public transportation,2015,0.029527786
Connecticut,Public transportation,2015,0.049357038
Delaware,Public transportation,2015,0.027435327
District of Columbia,Public transportation,2015,0.357769091
Florida,Public transportation,2015,0.022031053
Georgia,Public transportation,2015,0.023040922
Hawaii,Public transportation,2015,0.069895051
Idaho,Public transportation,2015,0.008034987
Illinois,Public transportation,2015,0.092972927
Indiana,Public transportation,2015,0.010850016
Iowa,Public transportation,2015,0.013746263
Kansas,Public transportation,2015,0.006353273
Kentucky,Public transportation,2015,0.011443997
Louisiana,Public transportation,2015,0.014773114
Maine,Public transportation,2015,0.006357354
Maryland,Public transportation,2015,0.090472368
Massachusetts,Public transportation,2015,0.105507834
Michigan,Public transportation,2015,0.013316671
Minnesota,Public transportation,2015,0.036175425
Mississippi,Public transportation,2015,0.003211305
Missouri,Public transportation,2015,0.015599987
Montana,Public transportation,2015,0.007796828
Nebraska,Public transportation,2015,0.007766901
Nevada,Public transportation,2015,0.037173723
New Hampshire,Public transportation,2015,0.008901157
New Jersey,Public transportation,2015,0.116078384
New Mexico,Public transportation,2015,0.009221984
New York,Public transportation,2015,0.285671397
North Carolina,Public transportation,2015,0.011117839
North Dakota,Public transportation,2015,0.003703933
Ohio,Public transportation,2015,0.017782989
Oklahoma,Public transportation,2015,0.003972857
Oregon,Public transportation,2015,0.048499054
Pennsylvania,Public transportation,2015,0.056649718
Rhode Island,Public transportation,2015,0.029115987
South Carolina,Public transportation,2015,0.005078369
South Dakota,Public transportation,2015,0.008018697
Tennessee,Public transportation,2015,0.008332278
Texas,Public transportation,2015,0.015070338
United States,Public transportation,2015,0.052324234
Utah,Public transportation,2015,0.026758147
Vermont,Public transportation,2015,0.012714219
Virginia,Public transportation,2015,0.047241942
Washington,Public transportation,2015,0.062458747
West Virginia,Public transportation,2015,0.010637399
Wisconsin,Public transportation,2015,0.019134901
Wyoming,Public transportation,2015,0.021970307
Alabama,"Taxi, motorcycle, or other",2015,0.008596114
Alaska,"Taxi, motorcycle, or other",2015,0.044632652
Arizona,"Taxi, motorcycle, or other",2015,0.016408441
Arkansas,"Taxi, motorcycle, or other",2015,0.011921442
California,"Taxi, motorcycle, or other",2015,0.015424542
Colorado,"Taxi, motorcycle, or other",2015,0.009771315
Connecticut,"Taxi, motorcycle, or other",2015,0.007773863
Delaware,"Taxi, motorcycle, or other",2015,0.007053762
District of Columbia,"Taxi, motorcycle, or other",2015,0.013441296
Florida,"Taxi, motorcycle, or other",2015,0.014804334
Georgia,"Taxi, motorcycle, or other",2015,0.013246494
Hawaii,"Taxi, motorcycle, or other",2015,0.024105068
Idaho,"Taxi, motorcycle, or other",2015,0.012089899
Illinois,"Taxi, motorcycle, or other",2015,0.010881357
Indiana,"Taxi, motorcycle, or other",2015,0.008909482
Iowa,"Taxi, motorcycle, or other",2015,0.00952993
Kansas,"Taxi, motorcycle, or other",2015,0.010436256
Kentucky,"Taxi, motorcycle, or other",2015,0.01175634
Louisiana,"Taxi, motorcycle, or other",2015,0.013053439
Maine,"Taxi, motorcycle, or other",2015,0.011381943
Maryland,"Taxi, motorcycle, or other",2015,0.010574818
Massachusetts,"Taxi, motorcycle, or other",2015,0.012554557
Michigan,"Taxi, motorcycle, or other",2015,0.008502708
Minnesota,"Taxi, motorcycle, or other",2015,0.008566576
Mississippi,"Taxi, motorcycle, or other",2015,0.013347773
Missouri,"Taxi, motorcycle, or other",2015,0.01052653
Montana,"Taxi, motorcycle, or other",2015,0.010544518
Nebraska,"Taxi, motorcycle, or other",2015,0.010468119
Nevada,"Taxi, motorcycle, or other",2015,0.016711179
New Hampshire,"Taxi, motorcycle, or other",2015,0.00957614
New Jersey,"Taxi, motorcycle, or other",2015,0.014247236
New Mexico,"Taxi, motorcycle, or other",2015,0.009603811
New York,"Taxi, motorcycle, or other",2015,0.01214119
North Carolina,"Taxi, motorcycle, or other",2015,0.010631188
North Dakota,"Taxi, motorcycle, or other",2015,0.005356723
Ohio,"Taxi, motorcycle, or other",2015,0.008552737
Oklahoma,"Taxi, motorcycle, or other",2015,0.011652449
Oregon,"Taxi, motorcycle, or other",2015,0.01041362
Pennsylvania,"Taxi, motorcycle, or other",2015,0.008386101
Rhode Island,"Taxi, motorcycle, or other",2015,0.010178042
South Carolina,"Taxi, motorcycle, or other",2015,0.011530857
South Dakota,"Taxi, motorcycle, or other",2015,0.007860876
Tennessee,"Taxi, motorcycle, or other",2015,0.012245206
Texas,"Taxi, motorcycle, or other",2015,0.013518579
United States,"Taxi, motorcycle, or other",2015,0.012114715
Utah,"Taxi, motorcycle, or other",2015,0.009711988
Vermont,"Taxi, motorcycle, or other",2015,0.009186827
Virginia,"Taxi, motorcycle, or other",2015,0.012777095
Washington,"Taxi, motorcycle, or other",2015,0.012198063
West Virginia,"Taxi, motorcycle, or other",2015,0.013464062
Wisconsin,"Taxi, motorcycle, or other",2015,0.009002215
Wyoming,"Taxi, motorcycle, or other",2015,0.010699847
Alabama,Walked,2015,0.01100052
Alaska,Walked,2015,0.079325208
Arizona,Walked,2015,0.020911624
Arkansas,Walked,2015,0.017580157
California,Walked,2015,0.026898443
Colorado,Walked,2015,0.028412607
Connecticut,Walked,2015,0.029792665
Delaware,Walked,2015,0.021884343
District of Columbia,Walked,2015,0.140067011
Florida,Walked,2015,0.014205805
Georgia,Walked,2015,0.0151847
Hawaii,Walked,2015,0.041206445
Idaho,Walked,2015,0.032001154
Illinois,Walked,2015,0.03041989
Indiana,Walked,2015,0.022838892
Iowa,Walked,2015,0.034317398
Kansas,Walked,2015,0.023191602
Kentucky,Walked,2015,0.024730979
Louisiana,Walked,2015,0.02040326
Maine,Walked,2015,0.038241567
Maryland,Walked,2015,0.025677369
Massachusetts,Walked,2015,0.050423412
Michigan,Walked,2015,0.023177605
Minnesota,Walked,2015,0.027094694
Mississippi,Walked,2015,0.014826951
Missouri,Walked,2015,0.018864399
Montana,Walked,2015,0.056158234
Nebraska,Walked,2015,0.028423879
Nevada,Walked,2015,0.021782708
New Hampshire,Walked,2015,0.027447387
New Jersey,Walked,2015,0.032678425
New Mexico,Walked,2015,0.022833273
New York,Walked,2015,0.062863677
North Carolina,Walked,2015,0.01751105
North Dakota,Walked,2015,0.038429849
Ohio,Walked,2015,0.023641649
Oklahoma,Walked,2015,0.017462867
Oregon,Walked,2015,0.037863659
Pennsylvania,Walked,2015,0.038888496
Rhode Island,Walked,2015,0.037242337
South Carolina,Walked,2015,0.020420216
South Dakota,Walked,2015,0.031211415
Tennessee,Walked,2015,0.012244191
Texas,Walked,2015,0.015556691
United States,Walked,2015,0.02773739
Utah,Walked,2015,0.027828416
Vermont,Walked,2015,0.058095833
Virginia,Walked,2015,0.023465123
Washington,Walked,2015,0.036632161
West Virginia,Walked,2015,0.027383992
Wisconsin,Walked,2015,0.031603047
Wyoming,Walked,2015,0.045942946
Alabama,Worked at home,2015,0.031692733
Alaska,Worked at home,2015,0.044329684
Arizona,Worked at home,2015,0.055067598
Arkansas,Worked at home,2015,0.030615469
California,Worked at home,2015,0.055010064
Colorado,Worked at home,2015,0.071123294
Connecticut,Worked at home,2015,0.04786983
Delaware,Worked at home,2015,0.047322766
District of Columbia,Worked at home,2015,0.060111685
Florida,Worked at home,2015,0.055551952
Georgia,Worked at home,2015,0.050923299
Hawaii,Worked at home,2015,0.046269474
Idaho,Worked at home,2015,0.061554392
